ISIN;null
Начальная дата;22.03.2023
Конечная дата;21.03.2033

ISIN;Полное наименование ЦБ;Объем эмиссии (млн);Дата;Номинал;Валюта номинала;Непогашенный номинал;Ставка купона,  % годовых;Размер выплаты;Размер выплаты, руб.*
RU000A0JVY04;РЖД ОАО 36 обл.;15200;25.10.2032;1000;RUB;1000;;;
RU000A105SP3;ГК Сегежа 003P-02R;6000;22.10.2032;1000;RUB;1000;;;
RU000A1003A4;ГТЛК БО 001P-13;10000;22.10.2032;1000;RUB;1000;;;
RU000A105G16;ОФЗ-ПК 29022 20/07/33;1000000;20.10.2032;1000;RUB;1000;;;
RU000A0ZYF38;ДОМ.РФ (АО) БО-07;5000;20.10.2032;1000;RUB;1000;;;
RU000A0ZYF20;ДОМ.РФ (АО) БО-06;5000;20.10.2032;1000;RUB;1000;;;
RU000A0ZYR91;ГТЛК БО 001Р-08;10000;19.10.2032;1000;RUB;1000;;;
RU000A0JU2L7;ФСК Россети(ПАО)-обл. сер.27;11000;19.10.2032;1000;RUB;1000;;;
RU000A0JU2K9;ФСК Россети(ПАО)-обл. сер.26;15000;19.10.2032;1000;RUB;1000;;;
RU000A0ZZRY2;РЖД ОАО БО 001Р-09R;10000;15.10.2032;1000;RUB;1000;;;
XS1120709826;REPUBLIC OF KAZAKHSTAN 4.875;1000;14.10.2032;1000;USD;1000;4,875;24,375;1882,78
RU000A101CL5;ФСК Россети ПАО БО 001P-04R;10000;14.10.2032;1000;RUB;1000;;;
RU000A104FG2;ГК Сегежа 002P-03R;9000;13.10.2032;1000;RUB;1000;;;
RU000A101LX1;ФСК Россети ПАО БО 001P-05R;10000;13.10.2032;1000;RUB;1000;;;
RU000A0ZZR58;КонцессииТеплоснабжения ООО 03;1100;13.10.2032;1000;RUB;846,16;;;
RU000A0ZYBM4;Альфа-Банк АО обл. БО-21;5000;13.10.2032;1000;RUB;1000;;;
RU000A0JVDD9;ФСК Россети(ПАО)-обл. сер.38;20000;13.10.2032;1000;RUB;1000;;;
RU000A0JVCB5;ФСК Россети(ПАО)-обл. сер.37;20000;13.10.2032;1000;RUB;1000;;;
RU000A0ZZ2W9;Ситиматик АО БО-02;1750;08.10.2032;1000;RUB;1000;;;
RU000A0JWU23;ООО Трансп.Концесс.Комп. кл.Б;2013,083;08.10.2032;1000;RUB;1000;;;
RU000A104Z71;Биннофарм Групп 001Р-02;3000;07.10.2032;1000;RUB;1000;;;
RU000A1018T2;ДОМ.РФ Ипотечный агент 13-002P;96608,082;07.10.2032;1000;RUB;331,39;;;
RU000A0JXQ44;"Российские ЖД" БО-001P-02R;15000;07.10.2032;1000;RUB;1000;;;
RU000A1028T1;ФСК Россети ПАО БО 001P-02R;10000;05.10.2032;1000;RUB;1000;;;
XS0767473852;ГОВОЗ РФ 12840061V (XS);3000;04.10.2032;200000;USD;200000;5,625;5625;434487,38
RU000A105AS5;Авангард-Агро АО БО-001P-03;3000;04.10.2032;1000;RUB;1000;;;
RU000A0ZZ4P9;РЖД БО 001Р-06R;15000;04.10.2032;1000;RUB;1000;;;
RU000A103T54;СИБУР Холдинг БО-14;280,9;01.10.2032;1000;USD;1000;1,5;15;1158,63
RU000A0ZYNY4;ГосТранспортЛизингКомп 001P-07;10000;01.10.2032;1000;RUB;1000;;;
RU000A0ZYDH0;"ФСК Россети"(ПАО) БО-03;9000;01.10.2032;1000;RUB;1000;;;
XS2050933626;Republic of Kazakhstan 1.5;650;30.09.2032;1000;EUR;1000;;;
RU000A105P72;ДОМ.РФ Ипотечный агент БО 1P28;48883,735;28.09.2032;1000;RUB;1000;7,75;;
RU000A105NZ3;ДОМ.РФ Ипотечный агент БО 1P32;6128,78;28.09.2032;1000;RUB;976,82;;;
RU000A105NY6;ДОМ.РФ Ипотечный агент БО 1P31;60843,021;28.09.2032;1000;RUB;1000;;;
RU000A105NN9;ДОМ.РФ Ипотечный агент БО 1P29;54789,504;28.09.2032;1000;RUB;968,66;;;
RU000A105LN3;ДОМ.РФ Ипотечный агент БО 1P27;20597,323;28.09.2032;1000;RUB;956,12;7,4;;
RU000A105JF3;ДОМ.РФ Ипотечный агент БО 1P26;5477,816;28.09.2032;1000;RUB;976,65;;;
RU000A105H23;ДОМ.РФ Ипотечный агент БО 1P25;5527,918;28.09.2032;1000;RUB;937,9;9,35;;
RU000A105CB7;ДОМ.РФ Ипотечный агент БО 1P24;10034,807;28.09.2032;1000;RUB;979,09;7,85;;
RU000A105AV9;ДОМ.РФ Ипотечный агент БО 1P23;5039,33;28.09.2032;1000;RUB;977,26;8;;
RU000A1058R2;ДОМ.РФ Ипотечный агент БО 1P22;6638,733;28.09.2032;1000;RUB;951,14;;;
RU000A103125;ДОМ.РФ Ипотечный агент БО 1P7;11252,259;28.09.2032;1000;RUB;627,99;6,9;;
RU000A102L87;ДОМ.РФ Ипотечный агент БО 1P5;49087,016;28.09.2032;1000;RUB;574,93;6,4;;
RU000A102K13;ДОМ.РФ Ипотечный агент БО 1P4;191455,712;28.09.2032;1000;RUB;520,7;7,9;;
RU000A102GD1;ДОМ.РФ Ипотечный агент БО 1P3;16540,117;28.09.2032;1000;RUB;512,71;6;;
RU000A100ZB9;ДОМ.РФ Ипотечный агент 10-002P;95652,798;28.09.2032;1000;RUB;329,88;;;
RU000A1006S9;ГОВОЗ РФ 12840086V (RU);4000;28.09.2032;200000;USD;200000;5,1;5100;393935,22
RU000A0ZZZ58;ДОМ.РФ Ипотечный агент 07-002P;46088,517;28.09.2032;1000;RUB;359,22;;;
RU000A0ZZZ09;ДОМ.РФ Ипотечный агент 08-002P;5149,941;28.09.2032;1000;RUB;253,6;9,28;;
RU000A0ZZNW5;ДОМ.РФ Ипотечный агент 04-002P;4751,314;28.09.2032;1000;RUB;200,78;;;
RU000A0JXRM6;ДОМ РФ ИА 01;49999,827;28.09.2032;1000;RUB;238,92;;;
RU000A0JX3M0;ДОМ РФ ИА 001P;2108,581;28.09.2032;1000;RUB;106,87;;;
RU000A0JU7S1;ФСК Россети (ПАО)-обл. сер.29;20000;27.09.2032;1000;RUB;1000;;;
RU000A105UE3;ИА Титан-5 В;300;26.09.2032;1000;RUB;1000;;;
RU000A105UD5;ИА Титан-5 Б;300;26.09.2032;1000;RUB;1000;11;;
RU000A105UC7;ИА Титан-5 А;2540;26.09.2032;1000;RUB;1000;10,65;;
RU000A104YR0;СФО МОС МСП 2 об. 3;4000;26.09.2032;1000;RUB;1000;9,55;;
RU000A103D45;ИА ТБ-1 кл.Б;877,5;23.09.2032;1000;RUB;1000;;;
RU000A103D37;ИА ТБ-1 кл.А;5622,5;23.09.2032;1000;RUB;390,37;7,9;;
RU000A0ZYGF7;ООО Трансп.Концесс.Комп. кл.A3;1374;23.09.2032;1000;RUB;1000;;;
RU000A0JWU31;ООО Трансп.Концесс.Комп. кл.A1;1241;23.09.2032;1000;RUB;1000;;;
RU000A0JT6B2;ВЭБ.РФ об. сер. 19;10000;23.09.2032;1000;RUB;1000;;;
RU000A100EF5;ОФЗ-ПД 26230 16/03/39;300000;22.09.2032;1000;RUB;1000;7,7;38,39;38,39
RU000A0JXFM1;ОФЗ-ПД 26221 23/03/33;350000;22.09.2032;1000;RUB;1000;7,7;38,39;38,39
RU000A105RW1;ППК РЭО, обл.01;1591,075;17.09.2032;1000;RUB;1000;;;
RU000A0ZZ1J8;ГТЛК БО 001P-09;10000;17.09.2032;1000;RUB;1000;;;
RU000A0JT403;ВЭБ.РФ об. сер. 18;10000;17.09.2032;1000;RUB;1000;;;
XS0971721963;ГОВОЗ РФ 12840069V (XS);1500;16.09.2032;200000;USD;200000;5,875;5875;453797,92
RU000A0JV1C7;ИА АИЖК 2014-3 А1;3019;16.09.2032;1000;RUB;10,52;9;;
RU000A0JV1B9;ИА АИЖК 2014-3 А2;1509;16.09.2032;1000;RUB;10,52;3;;
RU000A0ZYWB3;АЛЬФА-БАНК АО БО-39;10000;15.09.2032;1000;RUB;1000;;;
RU000A105PH6;Россети ПАО БО 001P-07R;30000;14.09.2032;1000;RUB;1000;;;
RU000A0JV755;ИА АИЖК 2014-2 кл.А3;6459;13.09.2032;1000;RUB;288,27;10,5;;
RU000A101ZU7;ИА Абсолют 5 01;3003;12.09.2032;1000;RUB;390,26;6,35;;
RU000A1056S4;"ФСК Россети"(ПАО) БО-05;10000;10.09.2032;1000;RUB;1000;;;
RU000A0ZZW77;ИА БСПБ 2 ООО об. 01;7547,025;10.09.2032;1000;RUB;88,66;9,35;;
RU000A1057S2;ПАО НК Роснефть 002P-12;15000;07.09.2032;1000;CNY;1000;;;
RU000A1018T2;ДОМ.РФ Ипотечный агент 13-002P;96608,082;07.09.2032;1000;RUB;331,39;;;
RU000A0ZZ083;ИКС 5 ФИНАНС 001P-03;10000;07.09.2032;1000;RUB;1000;;;
RU000A0JVB27;"Российские ЖД" ОАО 34 обл.;15000;07.09.2032;1000;RUB;1000;;;
RU000A0JVB19;"Российские ЖД" ОАО 33 обл.;15000;07.09.2032;1000;RUB;1000;;;
RU000A105ZC6;ПАО НК Роснефть 002P-13;15000;06.09.2032;1000;CNY;1000;;;
RU000A102VR0;ГТЛК БО 002P-01;10000;06.09.2032;1000;RUB;1000;;;
RU000A0ZZAL5;ГТЛК БО 001P-11;150;03.09.2032;1000;USD;1000;;;
RU000A0JX2R1;ДОМ.РФ (АО) БО-05;5000;03.09.2032;1000;RUB;1000;;;
RU000A0JWB59;АКБ "Держава" 03;500;03.09.2032;1000;RUB;1000;15;74,79;74,79
RU000A105YB1;Группа компаний Медси 001P-02;3000;02.09.2032;1000;RUB;1000;;;
RU000A105YA3;Группа компаний Медси 001P-01;3000;02.09.2032;1000;RUB;1000;;;
RU000A0ZYU21;АЛЬФА-БАНК АО БО-40;10000;02.09.2032;1000;RUB;1000;;;
RU000A1038M5;ГТЛК БО 001P-20;7000;01.09.2032;1000;RUB;1000;;;
RU000A0ZYAP9;ГосТранспортЛизингКомп 001P-06;20000;01.09.2032;1000;RUB;728,9;9;0,27;0,27
RU000A0JUKX4;ДОМ.РФ (АО) обл. сер. А30;6000;01.09.2032;1000;RUB;1000;;;
RU000A105591;Новая концесс. компания 13;52000;31.08.2032;1000;RUB;1055,34;4;60,16;60,16
RU000A0JV0T3;Ситиматик АО обл.02;1700;30.08.2032;1000;RUB;857;;;
RU000A105NZ3;ДОМ.РФ Ипотечный агент БО 1P32;6128,78;28.08.2032;1000;RUB;976,82;;;
RU000A105NN9;ДОМ.РФ Ипотечный агент БО 1P29;54789,504;28.08.2032;1000;RUB;968,66;;;
RU000A105LN3;ДОМ.РФ Ипотечный агент БО 1P27;20597,323;28.08.2032;1000;RUB;956,12;7,4;;
RU000A105JF3;ДОМ.РФ Ипотечный агент БО 1P26;5477,816;28.08.2032;1000;RUB;976,65;;;
RU000A105H23;ДОМ.РФ Ипотечный агент БО 1P25;5527,918;28.08.2032;1000;RUB;937,9;9,35;;
RU000A1058R2;ДОМ.РФ Ипотечный агент БО 1P22;6638,733;28.08.2032;1000;RUB;951,14;;;
RU000A102L53;ДОМ.РФ Ипотечный агент БО 1P6;45718,936;28.08.2032;1000;RUB;561,44;;;
RU000A102JB9;ДОМ.РФ Ипотечный агент БО 1P2;10206,258;28.08.2032;1000;RUB;545,64;6,05;;
RU000A102D46;ДОМ.РФ Ипотечный агент 18-002P;14018,879;28.08.2032;1000;RUB;518,11;;;
RU000A102AP8;ДОМ.РФ Ипотечный агент 17-002P;7244,692;28.08.2032;1000;RUB;533,71;5,2;;
RU000A101U95;ДОМ.РФ Ипотечный агент 14-002P;6652,643;28.08.2032;1000;RUB;468,92;;;
RU000A101TD6;ДОМ.РФ Ипотечный агент 15-002P;16252,739;28.08.2032;1000;RUB;387,15;5,9;;
RU000A1019A0;ДОМ.РФ Ипотечный агент 04-001P;2663,462;28.08.2032;1000;RUB;307,94;;;
RU000A100ZB9;ДОМ.РФ Ипотечный агент 10-002P;95652,798;28.08.2032;1000;RUB;329,88;;;
RU000A0ZZV86;ДОМ.РФ Ипотечный агент 06-002P;74263,788;28.08.2032;1000;RUB;201,73;9,95;;
RU000A105XG2;Банк ДОМ.РФ СУБ-T2-1;5000;27.08.2032;10000000;RUB;10000000;;;
RU000A104YR0;СФО МОС МСП 2 об. 3;4000;26.08.2032;1000;RUB;1000;9,55;;
RU000A100FE5;ГТЛК БО 001P-14;10000;26.08.2032;1000;RUB;1000;;;
RU000A105L19;ОФЗ-ПК 29023 23/08/34;1000000;25.08.2032;1000;RUB;1000;;;
RU000A1028D5;ОФЗ-ПК 29017 25/08/2032;450000;25.08.2032;1000;RUB;1000;;;
RU000A105L27;АФК Система БО 001Р-24;10000;25.08.2032;1000;RUB;1000;;;
RU000A1055Y4;Почта России БО-002P-04;20000;25.08.2032;1000;RUB;1000;;;
RU000A103N76;ИКС 5 ФИНАНС 002Р-01;10000;25.08.2032;1000;RUB;1000;;;
RU000A1036S6;ФСК Россети ПАО БО 001P-03R;10000;25.08.2032;1000;RUB;1000;;;
RU000A101SD8;ГТЛК БО 001P-19;5000;25.08.2032;1000;RUB;1000;;;
RU000A101SC0;ГТЛК БО 001P-18;5000;25.08.2032;1000;RUB;1000;;;
RU000A105KB0;ГТЛК БО 002P-02;5000;24.08.2032;1000;RUB;1000;;;
RU000A105WR1;АЗБУКА ВКУСА БОП2;2000;20.08.2032;1000;RUB;1000;;;
RU000A0ZZ984;ГТЛК БО 001P-10;10000;20.08.2032;1000;RUB;1000;;;
RU000A0JVB35;ИА Мультиоригинаторный 1 кл.А;2274,456;20.08.2032;1000;RUB;15,89;8,75;;
RU000A0JUCA9;ФСК Россети(ПАО)-обл. сер.34;14000;20.08.2032;1000;RUB;1000;;;
RU000A0JUC92;ФСК Россети(ПАО)-обл. сер.30;10000;20.08.2032;1000;RUB;1000;;;
RU000A105559;ФСК Россети ПАО БО 001P-06R;15000;18.08.2032;1000;RUB;1000;;;
RU000A101H92;Промсвязьбанк ПАО обл.15;6750;18.08.2032;10000000;RUB;10000000;2,5;62328,77;62328,77
RU000A0ZYJ91;"ФСК Россети"(ПАО) БО-04;7000;18.08.2032;1000;RUB;1000;;;
RU000A0JWF30;ИАМультиоригинаторный 1 кл.А/4;2126,971;17.08.2032;1000;RUB;31,08;11;;
RU000A105RH2;Газпром капитал ООО ЗО37-1-Д;775,436;16.08.2032;1000;USD;1000;7,288;36,44;2814,71
RU000A104UA4;ГК Сегежа 002P-04R;8200;16.08.2032;1000;RUB;1000;;;
RU000A101QL5;ГТЛК БО 001P-17;10000;16.08.2032;1000;RUB;1000;;;
RU000A0JTYK4;ФСК Россети(ПАО)-обл. сер.28;20000;16.08.2032;1000;RUB;1000;;;
RU000A0JTYJ6;ФСК Россети (ПАО)-обл. сер.23;10000;16.08.2032;1000;RUB;1000;;;
US912810QX90;Government of the USA 15/08/42;16000;15.08.2032;100;USD;100;2,75;;
RU000A0GN9A7;ОФЗ-АД 46020 06/02/36;52299,927;11.08.2032;1000;RUB;1000;6,9;34,41;34,41
RU000A105VU7;Эталон-Финанс 002Р-01;8000;11.08.2032;1000;RUB;1000;;;
RU000A1043Z7;Биннофарм Групп 001Р-01;3000;11.08.2032;1000;RUB;1000;;;
RU000A105VQ5;Россети ПАО БО 001P-08R;12000;10.08.2032;1000;RUB;1000;;;
RU000A0JX090;ФСК Россети(ПАО) БО-02;10000;10.08.2032;1000;RUB;1000;;;
RU000A1018T2;ДОМ.РФ Ипотечный агент 13-002P;96608,082;07.08.2032;1000;RUB;331,39;;;
RU000A0ZZV11;ГТЛК БО 001P-12;5000;06.08.2032;1000;RUB;1000;;;
RU000A1053P7;ГК Сегежа 002P-05R;10000;05.08.2032;1000;RUB;1000;;;
RU000A103BR0;ОФЗ-ПД 26240 30/07/2036;500000;04.08.2032;1000;RUB;1000;7;34,9;34,9
RU000A100MY9;ОФЗ-ПД 26231 20/07/44;212636;04.08.2032;1000;RUB;1000;0,25;1,25;1,25
RU000A0ZYU54;Сфера финансов БО-01Р-01;1000;04.08.2032;1000;RUB;1000;;;
RU000A0ZYU05;РЖД БО 001Р-05R;20000;03.08.2032;1000;RUB;1000;;;
RU000A105FM7;О'КЕЙ Финанс 001P-01;8500;02.08.2032;1000;RUB;1000;;;
RU000A0JV4R9;ДОМ.РФ (АО) обл. сер. А31;7000;01.08.2032;1000;RUB;1000;;;
RU000A105EW9;ГК Сегежа 003P-01R;500;29.07.2032;1000;CNY;1000;;;
RU000A0JXZB2;"Российские ЖД" БО-001P-04R;15000;29.07.2032;1000;RUB;1000;;;
RU000A105NZ3;ДОМ.РФ Ипотечный агент БО 1P32;6128,78;28.07.2032;1000;RUB;976,82;;;
RU000A105NP4;ДОМ.РФ Ипотечный агент БО 1P30;4465,49;28.07.2032;1000;RUB;1000;9,46;;
RU000A105NN9;ДОМ.РФ Ипотечный агент БО 1P29;54789,504;28.07.2032;1000;RUB;968,66;;;
RU000A105LN3;ДОМ.РФ Ипотечный агент БО 1P27;20597,323;28.07.2032;1000;RUB;956,12;7,4;;
RU000A105JF3;ДОМ.РФ Ипотечный агент БО 1P26;5477,816;28.07.2032;1000;RUB;976,65;;;
RU000A105H23;ДОМ.РФ Ипотечный агент БО 1P25;5527,918;28.07.2032;1000;RUB;937,9;9,35;;
RU000A1058R2;ДОМ.РФ Ипотечный агент БО 1P22;6638,733;28.07.2032;1000;RUB;951,14;;;
RU000A105898;ДОМ.РФ Ипотечный агент БО 1P21;2317,051;28.07.2032;1000;RUB;929,7;8,2;;
RU000A1031K4;ДОМ.РФ Ипотечный агент БО 1P8;4742,319;28.07.2032;1000;RUB;650,85;6,95;;
RU000A102ME7;ИА Титан-3 03;228,923;28.07.2032;1000;RUB;1000;;;
RU000A102MC1;ИА Титан-3 02;323,614;28.07.2032;1000;RUB;1000;;;
RU000A102MB3;ИА Титан-3 01;2275;28.07.2032;1000;RUB;350,92;7,45;;
RU000A102GV3;ДОМ.РФ Ипотечный агент БО 1P1;5825,188;28.07.2032;1000;RUB;576,26;6,05;;
RU000A101X01;ДОМ.РФ Ипотечный агент 16-002P;1035,6;28.07.2032;1000;RUB;477,08;;;
RU000A101JD7;ДОМ.РФ Ипотечный агент 05-001P;7207,044;28.07.2032;1000;RUB;397,69;6,5;;
RU000A1016B4;ДОМ.РФ Ипотечный агент 12-002P;24085,632;28.07.2032;1000;RUB;413,58;;;
RU000A100ZB9;ДОМ.РФ Ипотечный агент 10-002P;95652,798;28.07.2032;1000;RUB;329,88;;;
RU000A100YY4;ДОМ.РФ Ипотечный агент 11-002P;4923,727;28.07.2032;1000;RUB;355,32;7,1;;
RU000A0ZZCH9;ДОМ.РФ Ипотечный агент 05-002P;6187,764;28.07.2032;1000;RUB;236,26;8;;
RU000A0ZYLX0;ДОМ РФ ИА 03;1957,905;28.07.2032;1000;RUB;123,56;;;
RU000A0ZYL89;ДОМ РФ ИА 04;7557,011;28.07.2032;1000;RUB;88,96;;;
RU000A0ZYJT2;ДОМ РФ ИА 002P;48197,806;28.07.2032;1000;RUB;95,68;11,5;;
RU000A105DR1;ФСК Россети БО-07;15000;27.07.2032;1000;RUB;1000;;;
RU000A105DN0;ФСК Россети БО-06;10000;27.07.2032;1000;RUB;1000;;;
RU000A0ZYFN3;ДОМ.РФ (АО) БО-10;10000;27.07.2032;1000;RUB;1000;;;
RU000A0ZYFM5;ДОМ.РФ (АО) БО-08;5000;27.07.2032;1000;RUB;1000;;;
RU000A104YR0;СФО МОС МСП 2 об. 3;4000;26.07.2032;1000;RUB;1000;9,55;;
RU000A105SP3;ГК Сегежа 003P-02R;6000;23.07.2032;1000;RUB;1000;;;
RU000A1003A4;ГТЛК БО 001P-13;10000;23.07.2032;1000;RUB;1000;;;
RU000A105G16;ОФЗ-ПК 29022 20/07/33;1000000;21.07.2032;1000;RUB;1000;;;
RU000A101F94;ОФЗ-ПД 26233 18/07/2035;450000;21.07.2032;1000;RUB;1000;6,1;30,42;30,42
RU000A0ZYF38;ДОМ.РФ (АО) БО-07;5000;21.07.2032;1000;RUB;1000;;;
RU000A0ZYF20;ДОМ.РФ (АО) БО-06;5000;21.07.2032;1000;RUB;1000;;;
RU000A0ZYR91;ГТЛК БО 001Р-08;10000;20.07.2032;1000;RUB;1000;;;
RU000A0JU2L7;ФСК Россети(ПАО)-обл. сер.27;11000;20.07.2032;1000;RUB;1000;;;
RU000A0JU2K9;ФСК Россети(ПАО)-обл. сер.26;15000;20.07.2032;1000;RUB;1000;;;
RU000A101CL5;ФСК Россети ПАО БО 001P-04R;10000;15.07.2032;1000;RUB;1000;;;
RU000A104FG2;ГК Сегежа 002P-03R;9000;14.07.2032;1000;RUB;1000;;;
RU000A101LX1;ФСК Россети ПАО БО 001P-05R;10000;14.07.2032;1000;RUB;1000;;;
RU000A0JVDD9;ФСК Россети(ПАО)-обл. сер.38;20000;14.07.2032;1000;RUB;1000;;;
RU000A0JVCB5;ФСК Россети(ПАО)-обл. сер.37;20000;14.07.2032;1000;RUB;1000;;;
RU000A0ZZET0;Газпром ПАО БО-23;15000;13.07.2032;1000;RUB;1000;;;
RU000A0ZZES2;Газпром ПАО БО-22;15000;13.07.2032;1000;RUB;1000;;;
RU000A0ZZER4;Газпром ПАО БО-07;10000;13.07.2032;1000;RUB;1000;;;
RU000A1021F5;Новая концесс. компания 11;3000;11.07.2032;1000;RUB;1241,12;;;
RU000A104Z71;Биннофарм Групп 001Р-02;3000;08.07.2032;1000;RUB;1000;;;
RU000A102RB2;Новая концесс. компания 12;5000;08.07.2032;1000;RUB;1225,12;;;
RU000A1018T2;ДОМ.РФ Ипотечный агент 13-002P;96608,082;07.07.2032;1000;RUB;331,39;;;
RU000A1028T1;ФСК Россети ПАО БО 001P-02R;10000;06.07.2032;1000;RUB;1000;;;
RU000A105AS5;Авангард-Агро АО БО-001P-03;3000;05.07.2032;1000;RUB;1000;;;
RU000A0ZYNY4;ГосТранспортЛизингКомп 001P-07;10000;02.07.2032;1000;RUB;1000;;;
RU000A0ZYDH0;"ФСК Россети"(ПАО) БО-03;9000;02.07.2032;1000;RUB;1000;;;
US501797AM65;L Brands, Inc. 6.75 01/07/36;700;01.07.2032;1000;USD;1000;;;
RU000A104Y98;Балтийский лизинг ООО БО-П05;3000;01.07.2032;1000;RUB;1000;;;
XS0223715920;USD 6.25 VTB CAP.S.A.05-2035;22,513;30.06.2032;1000;USD;1000;6,25;31,25;2413,82
RU000A105P72;ДОМ.РФ Ипотечный агент БО 1P28;48883,735;28.06.2032;1000;RUB;1000;7,75;;
RU000A105NZ3;ДОМ.РФ Ипотечный агент БО 1P32;6128,78;28.06.2032;1000;RUB;976,82;;;
RU000A105NY6;ДОМ.РФ Ипотечный агент БО 1P31;60843,021;28.06.2032;1000;RUB;1000;;;
RU000A105NN9;ДОМ.РФ Ипотечный агент БО 1P29;54789,504;28.06.2032;1000;RUB;968,66;;;
RU000A105LN3;ДОМ.РФ Ипотечный агент БО 1P27;20597,323;28.06.2032;1000;RUB;956,12;7,4;;
RU000A105JF3;ДОМ.РФ Ипотечный агент БО 1P26;5477,816;28.06.2032;1000;RUB;976,65;;;
RU000A105H23;ДОМ.РФ Ипотечный агент БО 1P25;5527,918;28.06.2032;1000;RUB;937,9;9,35;;
RU000A105CB7;ДОМ.РФ Ипотечный агент БО 1P24;10034,807;28.06.2032;1000;RUB;979,09;7,85;;
RU000A105AV9;ДОМ.РФ Ипотечный агент БО 1P23;5039,33;28.06.2032;1000;RUB;977,26;8;;
RU000A1058R2;ДОМ.РФ Ипотечный агент БО 1P22;6638,733;28.06.2032;1000;RUB;951,14;;;
RU000A105344;ДОМ.РФ Ипотечный агент БО 1P20;155407,08;28.06.2032;1000;RUB;923,34;;;
RU000A104X32;ДОМ.РФ Ипотечный агент БО 1P19;6704,238;28.06.2032;1000;RUB;917,85;;;
RU000A103125;ДОМ.РФ Ипотечный агент БО 1P7;11252,259;28.06.2032;1000;RUB;627,99;6,9;;
RU000A102L87;ДОМ.РФ Ипотечный агент БО 1P5;49087,016;28.06.2032;1000;RUB;574,93;6,4;;
RU000A102K13;ДОМ.РФ Ипотечный агент БО 1P4;191455,712;28.06.2032;1000;RUB;520,7;7,9;;
RU000A102GD1;ДОМ.РФ Ипотечный агент БО 1P3;16540,117;28.06.2032;1000;RUB;512,71;6;;
RU000A100ZB9;ДОМ.РФ Ипотечный агент 10-002P;95652,798;28.06.2032;1000;RUB;329,88;;;
RU000A0ZZZ58;ДОМ.РФ Ипотечный агент 07-002P;46088,517;28.06.2032;1000;RUB;359,22;;;
RU000A0ZZZ09;ДОМ.РФ Ипотечный агент 08-002P;5149,941;28.06.2032;1000;RUB;253,6;9,28;;
RU000A0ZZNW5;ДОМ.РФ Ипотечный агент 04-002P;4751,314;28.06.2032;1000;RUB;200,78;;;
RU000A0JXRM6;ДОМ РФ ИА 01;49999,827;28.06.2032;1000;RUB;238,92;;;
RU000A0JX3M0;ДОМ РФ ИА 001P;2108,581;28.06.2032;1000;RUB;106,87;;;
RU000A0JU7S1;ФСК Россети (ПАО)-обл. сер.29;20000;28.06.2032;1000;RUB;1000;;;
RU000A105UE3;ИА Титан-5 В;300;26.06.2032;1000;RUB;1000;;;
RU000A105UD5;ИА Титан-5 Б;300;26.06.2032;1000;RUB;1000;11;;
RU000A105UC7;ИА Титан-5 А;2540;26.06.2032;1000;RUB;1000;10,65;;
RU000A104YR0;СФО МОС МСП 2 об. 3;4000;26.06.2032;1000;RUB;1000;9,55;;
RU000A0JSGV0;"Российские ЖД" ОАО 32 обл.;10000;25.06.2032;1000;RUB;1000;;;
RU000A103D45;ИА ТБ-1 кл.Б;877,5;23.06.2032;1000;RUB;1000;;;
RU000A103D37;ИА ТБ-1 кл.А;5622,5;23.06.2032;1000;RUB;390,37;7,9;;
RU000A0JXU14;ГОВОЗ РФ 12840079V (RU);7000;23.06.2032;200000;USD;200000;5,25;5250;405521,55
RU000A105RW1;ППК РЭО, обл.01;1591,075;18.06.2032;1000;RUB;1000;;;
RU000A0ZZ1J8;ГТЛК БО 001P-09;10000;18.06.2032;1000;RUB;1000;;;
RU000A0ZZYS0;Ситиматик-Югра об. 01;1100;16.06.2032;1000;RUB;1000;;;
RU000A0JV1C7;ИА АИЖК 2014-3 А1;3019;16.06.2032;1000;RUB;10,52;9;;
RU000A0JV1B9;ИА АИЖК 2014-3 А2;1509;16.06.2032;1000;RUB;10,52;3;;
RU000A105PH6;Россети ПАО БО 001P-07R;30000;15.06.2032;1000;RUB;1000;;;
RU000A101UQ6;ИКС 5 ФИНАНС 001P-12;10000;15.06.2032;1000;RUB;1000;;;
RU000A0JV755;ИА АИЖК 2014-2 кл.А3;6459;13.06.2032;1000;RUB;288,27;10,5;;
RU000A101ZU7;ИА Абсолют 5 01;3003;12.06.2032;1000;RUB;390,26;6,35;;
RU000A1056S4;"ФСК Россети"(ПАО) БО-05;10000;11.06.2032;1000;RUB;1000;;;
RU000A104WF9;Славнефть БО 002Р-04;10000;11.06.2032;1000;RUB;1000;;;
RU000A0ZZW77;ИА БСПБ 2 ООО об. 01;7547,025;10.06.2032;1000;RUB;88,66;9,35;;
RU000A0JV4Q1;ОФЗ-ПК 29010 06/12/34;390287,001;09.06.2032;1000;RUB;1000;9,53;47,52;47,52
RU000A0JVKH5;"Российские ЖД" ОАО 35 обл.;15000;09.06.2032;1000;RUB;1000;;;
RU000A105N58;Концерн РОССИУМ ООО 003P-01;20000;08.06.2032;1000;RUB;1000;;;
